,country,year,gdp_per_capita ($),suicides/100k pop,suicides/100k pop,suicides_no,suicides_no
2034,Sweden,1988,25731,64.63,167.04,492,1098
2035,Sweden,1989,26978,63.26,175.07999999999998,457,1122
2036,Sweden,1990,32246,60.730000000000004,161.32,451,1020
2037,Sweden,1991,33623,59.6,157.94,447,1036
2038,Sweden,1992,34721,55.76,145.02,419,936
2039,Sweden,1993,25880,56.0,144.97,417,956
2040,Sweden,1994,27658,53.11,142.58,395,929
2041,Sweden,1995,32072,54.57,137.15,412,936
2042,Sweden,1996,34819,50.24,128.0,381,872
2043,Sweden,1997,31821,44.26,122.92999999999999,344,857
2044,Sweden,1998,31966,45.89,129.91,349,882
2045,Sweden,1999,32328,46.22,126.42,358,862
2046,Sweden,2000,30896,41.81,120.69,329,802
2047,Sweden,2001,28429,45.8,121.69,364,833
2048,Sweden,2002,31175,40.89,121.82000000000001,318,862
2049,Sweden,2003,38997,45.31,108.10000000000001,336,776
2050,Sweden,2004,44831,40.78,116.63,321,834
2051,Sweden,2005,45563,47.76,116.86,384,835
2052,Sweden,2006,48977,48.09,112.67,380,817
2053,Sweden,2007,56531,38.66,108.73,325,801
2054,Sweden,2008,59155,40.42,115.26,315,855
2055,Sweden,2009,49070,42.07,118.33,354,888
2056,Sweden,2010,55352,36.05,110.49,303,838
2057,Sweden,2011,63380,39.72,102.05,323,789
2058,Sweden,2012,60776,39.07,109.03999999999999,335,819
2059,Sweden,2013,64133,45.17,113.03,368,862
2060,Sweden,2014,62956,42.93,106.12,363,785
2061,Sweden,2015,54629,40.3,109.0,331,851
2062,Sweden,2016,55594,41.019999999999996,97.82000000000001,348,782
2063,Switzerland,1995,51774,66.21000000000001,216.85999999999999,401,1018
2064,Switzerland,1996,49621,70.69,209.2,422,1010
2065,Switzerland,1997,42923,68.61,198.16,378,963
2066,Switzerland,1998,43872,61.36,212.06,362,1009
2067,Switzerland,1999,42859,62.050000000000004,189.93,367,929
2068,Switzerland,2000,39952,66.98,199.22,399,981
2069,Switzerland,2001,40582,66.32000000000001,195.37,393,945
2070,Switzerland,2002,43419,77.11,196.59,466,980
2071,Switzerland,2003,50639,72.74,169.92,421,848
2072,Switzerland,2004,56123,71.28,170.99,427,857
2073,Switzerland,2005,57790,65.67,180.52,400,899
2074,Switzerland,2006,60536,72.31,169.32,446,863
2075,Switzerland,2007,66807,74.25,181.56,440,920
2076,Switzerland,2008,76202,73.43,164.08,453,861
2077,Switzerland,2009,73529,39.42,140.71,278,827
2078,Switzerland,2010,78474,38.72,121.8,282,724
2079,Switzerland,2011,93053,38.67,129.55,277,757
2080,Switzerland,2012,87951,38.27,127.12,286,752
2081,Switzerland,2013,89634,37.56,132.7,285,786
2082,Switzerland,2014,90809,37.83,124.27,276,756
2083,Switzerland,2015,86068,36.82,127.84,280,793
2084,Thailand,1985,840,30.8,51.739999999999995,1240,1742
2085,Thailand,1986,911,23.130000000000003,48.78,1024,1774
2086,Thailand,1987,1045,28.51,53.31,1180,1855
2087,Thailand,1990,1666,30.45,65.47,1314,2439
2088,Thailand,1991,1891,26.11,60.35,1157,2402
2089,Thailand,1992,2120,24.919999999999998,58.18,1191,2359
2090,Thailand,1994,2784,15.03,41.24,695,1612
2091,Thailand,1995,3114,24.650000000000002,68.87,1145,3100
2092,Thailand,1996,3324,23.240000000000002,69.81,1143,3300
2093,Thailand,1997,2689,18.68,67.69,954,3196
2094,Thailand,1998,2005,22.23,77.33,1121,3842
2095,Thailand,1999,2203,24.38,84.65,1208,4068
2096,Thailand,2000,2169,23.98,82.12,1149,4033
2097,Thailand,2002,2305,24.060000000000002,79.06,1190,3712
2098,Thailand,2003,2531,21.119999999999997,70.04,1059,3425
2099,Thailand,2004,2849,20.69,65.37,1043,3253
2100,Thailand,2005,3094,16.84,61.15,907,3030
2101,Thailand,2006,3598,13.55,55.49,756,2852
2102,Thailand,2007,4461,16.42,62.72,811,2943
2103,Thailand,2008,4921,17.57,60.61,872,2906
2104,Thailand,2009,4736,16.150000000000002,62.41,861,2926
2105,Thailand,2010,5707,16.39,64.11,848,2913
2106,Thailand,2011,6153,17.619999999999997,59.97,888,2985
2107,Thailand,2012,6584,17.66,63.03,930,3055
2108,Thailand,2013,6917,16.42,63.14,856,3105
2109,Thailand,2014,6662,16.63,60.33,878,3074
2110,Thailand,2015,6552,15.370000000000001,65.78,839,3366
2111,Thailand,2016,6713,15.34,61.98,842,3275
2112,Trinidad and Tobago,1985,7317,4.59,25.58,5,24
2113,Trinidad and Tobago,1986,4516,41.56,81.57000000000001,35,69
2114,Trinidad and Tobago,1987,4449,25.19,130.35,27,92
2115,Trinidad and Tobago,1988,4104,55.23,173.52,46,118
2116,Trinidad and Tobago,1989,4040,43.239999999999995,154.92,41,132
2117,Trinidad and Tobago,1990,4656,48.53,137.85,45,125
2118,Trinidad and Tobago,1991,4817,32.52,121.02,30,118
2119,Trinidad and Tobago,1992,4803,26.54,167.85,26,137
2120,Trinidad and Tobago,1993,4066,26.12,135.41,26,148
2121,Trinidad and Tobago,1994,4254,29.86,129.54,30,118
2122,Trinidad and Tobago,1995,4637,35.4,207.53,39,145
2123,Trinidad and Tobago,1996,4982,42.73,153.63,35,111
2124,Trinidad and Tobago,1997,4937,28.990000000000002,160.4,31,129
2125,Trinidad and Tobago,1998,5175,34.6,161.44,30,141
2126,Trinidad and Tobago,1999,5803,31.34,113.97999999999999,30,109
2127,Trinidad and Tobago,2000,6920,49.6,148.72,32,134
2128,Trinidad and Tobago,2001,7458,36.06,169.27,38,141
2129,Trinidad and Tobago,2002,7578,27.03,131.98,27,129
2130,Trinidad and Tobago,2003,9465,34.620000000000005,123.63,35,109
2131,Trinidad and Tobago,2004,11066,30.55,157.73,25,143
2132,Trinidad and Tobago,2005,13258,28.57,115.57000000000001,26,110
2133,Trinidad and Tobago,2006,15190,21.59,112.3,26,115
2134,Trinidad and Tobago,2007,17827,20.38,123.2,20,111
2135,Trinidad and Tobago,2008,22857,30.59,147.66,36,163
2136,Trinidad and Tobago,2009,15652,17.62,102.62,21,107
2137,Trinidad and Tobago,2010,18000,25.43,125.07000000000001,31,129
2138,Trinidad and Tobago,2011,20557,21.91,116.78,27,112
2139,Turkey,2009,9773,5.1899999999999995,16.099999999999998,249,801
2140,Turkey,2010,11525,7.68,24.01,376,1148
2141,Turkey,2011,12237,5.47,17.6,298,850
2142,Turkey,2012,12671,7.05,21.35,378,1072
2143,Turkey,2013,13603,8.65,26.77,463,1347
2144,Turkey,2014,13170,7.3500000000000005,23.48,408,1209
2145,Turkey,2015,11961,7.05,21.419999999999998,397,1135
2146,Turkmenistan,1987,815,65.25,108.36,97,175
2147,Turkmenistan,1988,1029,51.6,110.85,84,186
2148,Turkmenistan,1989,1003,42.86,92.47,82,171
2149,Turkmenistan,1990,1036,60.47,111.53999999999999,82,216
2150,Turkmenistan,1991,1014,38.1,88.84,87,186
2151,Turkmenistan,1992,984,41.93,69.92,80,191
2152,Turkmenistan,1993,954,31.75,83.67999999999999,67,173
2153,Turkmenistan,1994,748,55.53,61.39,69,165
2154,Turkmenistan,1995,650,17.8,72.64,52,192
2155,Turkmenistan,1996,608,26.64,77.0,53,230
2156,Turkmenistan,1997,612,21.63,79.34,72,261
2157,Turkmenistan,1998,636,38.23,98.27000000000001,83,322
2158,Turkmenistan,1999,619,35.07,109.99,100,342
2159,Turkmenistan,2000,721,30.58,81.55,76,307
2160,Turkmenistan,2001,863,20.23,113.23,78,367
2161,Turkmenistan,2002,1077,22.290000000000003,93.14,80,336
2162,Turkmenistan,2003,1431,25.13,81.89,82,295
2163,Turkmenistan,2004,1624,27.2,85.60000000000001,93,299
2164,Turkmenistan,2005,1906,24.55,109.64,94,374
2165,Turkmenistan,2006,2397,29.060000000000002,114.78,114,392
2166,Turkmenistan,2007,2916,23.12,73.57,85,269
2167,Turkmenistan,2008,4368,28.29,89.29,114,370
2168,Turkmenistan,2009,4508,8.47,34.07,40,125
2169,Turkmenistan,2010,4962,9.61,36.14,47,131
2170,Turkmenistan,2011,6319,8.5,23.13,39,91
2171,Turkmenistan,2012,7498,6.39,24.21,33,105
2172,Turkmenistan,2013,8255,5.63,17.66,28,73
2173,Turkmenistan,2014,9046,9.17,18.98,44,92
2174,Turkmenistan,2015,7326,9.95,18.53,41,92
2175,Ukraine,1987,1353,63.22,230.82,2593,7457
2176,Ukraine,1988,1571,61.66,225.06,2508,7243
2177,Ukraine,1989,1732,63.35,252.97,2591,8296
2178,Ukraine,1990,1698,58.21,238.49,2416,8229
2179,Ukraine,1991,1607,57.98,239.93,2362,8338
2180,Ukraine,1992,1525,58.11,264.38,2538,9128
2181,Ukraine,1993,1349,63.79,288.32,2605,9864
2182,Ukraine,1994,1081,67.37,316.92,2763,11063
2183,Ukraine,1995,996,62.61,334.06,2632,11909
2184,Ukraine,1996,925,62.08,341.34000000000003,2665,12495
2185,Ukraine,1997,1046,65.65,330.02,2793,12110
2186,Ukraine,1998,879,67.17999999999999,322.97,2841,11948
2187,Ukraine,1999,666,64.18,311.88,2637,11726
2188,Ukraine,2000,663,63.589999999999996,313.6,2633,11834
2189,Ukraine,2001,812,53.36,294.78000000000003,2192,10939
2190,Ukraine,2002,920,51.919999999999995,292.13,2169,10367
2191,Ukraine,2003,1097,51.73,285.34,2150,10163
2192,Ukraine,2004,1432,45.77,261.28,1865,9391
2193,Ukraine,2005,1917,43.120000000000005,254.06,1761,8860
2194,Ukraine,2006,2418,41.339999999999996,241.45,1713,8300
2195,Ukraine,2007,3229,40.39,240.73,1629,8403
2196,Ukraine,2008,4104,42.16,232.34,1675,7779
2197,Ukraine,2009,2691,42.940000000000005,236.32,1724,7991
2198,Ukraine,2010,3141,40.29,222.78,1579,7510
2199,Ukraine,2011,3788,42.09,221.91,1664,7309
2200,Ukraine,2012,4096,43.09,225.38000000000002,1697,7361
2201,Ukraine,2014,3299,41.83,208.67000000000002,1556,6412
2202,Ukraine,2015,2256,38.08,206.64,1426,6148
2203,United Arab Emirates,2005,42196,5.28,10.77,16,80
2204,United Arab Emirates,2006,45110,8.44,8.11,14,76
2205,United Arab Emirates,2007,45285,7.46,8.53,13,88
2206,United Arab Emirates,2008,48457,4.09,7.77,18,82
2207,United Arab Emirates,2009,34960,3.61,8.120000000000001,15,109
2208,United Arab Emirates,2010,36964,5.93,16.78,22,89
2209,United Kingdom,1985,9231,34.9,81.55,1684,3421
2210,United Kingdom,1986,11323,30.52,81.49,1448,3391
2211,United Kingdom,1987,13996,27.3,76.51,1331,3263
2212,United Kingdom,1988,17072,28.43,86.12,1360,3611
2213,United Kingdom,1989,17349,23.56,75.63,1127,3234
2214,United Kingdom,1990,20411,22.93,80.41,1119,3524
2215,United Kingdom,1991,21201,21.62,77.18,1053,3494
2216,United Kingdom,1992,21815,21.82,76.92999999999999,1071,3557
2217,United Kingdom,1993,19553,21.509999999999998,75.34,1029,3433
2218,United Kingdom,1994,20927,20.5,74.26,990,3390
2219,United Kingdom,1995,24389,19.69,72.65,961,3354
2220,United Kingdom,1996,25609,19.79,68.53,980,3185
2221,United Kingdom,1997,28091,18.5,70.28,946,3197
2222,United Kingdom,1998,29508,19.71,71.05,982,3407
2223,United Kingdom,1999,29832,20.1,72.34,1005,3443
2224,United Kingdom,2000,29358,19.0,68.33,979,3311
2225,United Kingdom,2001,29179,17.63,67.51,929,3199
2226,United Kingdom,2002,31630,18.720000000000002,63.99,953,3164
2227,United Kingdom,2003,36289,17.66,62.49,929,3050
2228,United Kingdom,2004,42486,19.1,63.62,1021,3162
2229,United Kingdom,2005,44372,18.400000000000002,60.76,993,3054
2230,United Kingdom,2006,47163,16.85,61.32,936,3186
2231,United Kingdom,2007,53576,15.76,59.160000000000004,872,3025
2232,United Kingdom,2008,50111,17.259999999999998,63.45,959,3300
2233,United Kingdom,2009,41074,16.81,61.19,933,3313
2234,United Kingdom,2010,41798,17.15,60.26,963,3225
2235,United Kingdom,2011,44491,16.51,61.78,960,3433
2236,United Kingdom,2012,44585,16.15,63.32,932,3512
2237,United Kingdom,2013,45594,16.88,68.04,993,3831
2238,United Kingdom,2014,49906,17.99,65.94,1071,3717
2239,United Kingdom,2015,47240,20.05,66.69,1178,3732
2240,United States,1985,19693,31.86,152.86,6308,23138
2241,United States,1986,20588,33.36,158.29,6677,24215
2242,United States,1987,21631,32.11,159.55,6522,24261
2243,United States,1988,23103,31.07,156.64000000000001,6327,24061
2244,United States,1989,24654,29.68,152.76,6128,24090
2245,United States,1990,26004,29.89,157.91,6179,24716
2246,United States,1991,26503,28.63,155.14,6038,24752
2247,United States,1992,27760,28.42,149.35,6023,24448
2248,United States,1993,28891,28.33,150.79,6092,24992
2249,United States,1994,30375,27.17,148.86,5966,25157
2250,United States,1995,31518,26.73,146.35999999999999,5914,25358
2251,United States,1996,32928,25.79,140.66,5899,24980
2252,United States,1997,34644,26.06,135.9,6041,24476
2253,United States,1998,36164,25.73,134.78,6037,24521
2254,United States,1999,38072,24.05,126.72,5741,23442
2255,United States,2000,39218,22.96,123.62,5732,23611
2256,United States,2001,40018,23.26,124.96000000000001,5949,24658
2257,United States,2002,40845,24.07,125.95,6246,25399
2258,United States,2003,42468,23.88,121.76,6281,25196
2259,United States,2004,44867,25.62,121.28,6873,25555
2260,United States,2005,47423,25.17,121.51,6729,25900
2261,United States,2006,49666,25.43,119.7,6992,26300
2262,United States,2007,51585,26.3,122.82000000000001,7329,27267
2263,United States,2008,52128,27.349999999999998,125.89,7583,28447
2264,United States,2009,50563,27.68,126.51,7821,29079
2265,United States,2010,51989,28.599999999999998,130.29,8087,30275
2266,United States,2011,53452,29.93,132.43,8512,30996
2267,United States,2012,55170,30.7,134.44,8819,31777
2268,United States,2013,56520,31.54,135.13,9094,32049
2269,United States,2014,58531,33.21,138.12,9659,33110
2270,United States,2015,60387,35.23,140.18,10199,33990
2271,Uruguay,1985,1729,22.19,156.42,51,236
2272,Uruguay,1986,2132,26.77,145.70000000000002,57,205
2273,Uruguay,1987,2651,30.599999999999998,133.82999999999998,66,192
2274,Uruguay,1988,2934,27.09,137.37,56,212
2275,Uruguay,1989,2992,30.0,166.46,68,276
2276,Uruguay,1990,3281,30.37,150.3,66,249
2277,Uruguay,1993,5180,43.46,179.56,99,319
2278,Uruguay,1994,5984,32.59,181.41,78,328
2279,Uruguay,1995,6555,45.55,192.39,103,324
2280,Uruguay,1996,6914,35.94,151.99,86,307
2281,Uruguay,1997,8012,36.2,197.71,90,366
2282,Uruguay,1998,8420,43.15,220.93,106,415
2283,Uruguay,1999,7903,31.369999999999997,212.25,84,366
2284,Uruguay,2000,7483,36.25,238.02,94,461
2285,Uruguay,2001,6827,39.65,196.47,109,390
2286,Uruguay,2002,4439,54.44,277.25,141,534
2287,Uruguay,2003,3929,43.58,215.67000000000002,123,412
2288,Uruguay,2004,4463,41.17,217.32,108,412
2289,Uruguay,2005,5655,45.120000000000005,196.19,115,383
2290,Uruguay,2006,6362,46.82,201.29,136,392
2291,Uruguay,2007,7581,48.2,218.10999999999999,135,441
2292,Uruguay,2008,9793,40.92,193.61,112,411
2293,Uruguay,2009,10166,37.51,200.24,103,408
2294,Uruguay,2010,12882,45.0,212.43,126,421
2295,Uruguay,2012,16264,42.58,221.77,123,476
2296,Uruguay,2013,18179,46.42,202.67000000000002,123,423
2297,Uruguay,2014,18012,44.31,204.32999999999998,131,460
2298,Uruguay,2015,16696,46.99,223.03,131,499
2299,Uzbekistan,1990,778,41.24,88.12,451,1008
2300,Uzbekistan,1991,788,35.67,88.51,354,1039
2301,Uzbekistan,1992,709,32.81,78.48,348,996
2302,Uzbekistan,1993,708,31.18,80.58,350,1005
2303,Uzbekistan,1994,674,31.66,79.19,342,1077
2304,Uzbekistan,1995,681,27.14,84.16,331,1154
2305,Uzbekistan,1996,703,29.57,95.49,367,1332
2306,Uzbekistan,1997,724,25.23,85.35,348,1206
2307,Uzbekistan,1998,719,25.14,83.16,368,1252
2308,Uzbekistan,1999,801,27.12,86.21,420,1375
2309,Uzbekistan,2000,632,31.64,88.67,464,1455
2310,Uzbekistan,2001,513,28.69,87.23,452,1462
2311,Uzbekistan,2002,428,24.2,71.08,399,1177
2312,Uzbekistan,2003,441,21.58,60.48,379,1037
2313,Uzbekistan,2004,516,17.12,50.92,308,943
2314,Uzbekistan,2005,606,15.58,52.23,300,921
2315,Uzbekistan,2009,1332,15.92,44.940000000000005,376,1023
2316,Uzbekistan,2010,1533,17.69,45.54,453,1011
2317,Uzbekistan,2011,1767,20.09,47.05,517,1123
2318,Uzbekistan,2012,1964,22.94,54.59,615,1220
2319,Uzbekistan,2013,2150,23.990000000000002,54.87,628,1322
2320,Uzbekistan,2014,2309,26.18,58.94,690,1405
